2999.9490,5.2501
3000.0309,5.1772
3000.1128,5.1067
3000.1948,5.0387
3000.2767,4.9734
3000.3586,4.9111
3000.4406,4.8518
3000.5225,4.7953
3000.6044,4.7417
3000.6864,4.6906
3000.7683,4.6419
3000.8503,4.5950
3000.9322,4.5499
3001.0142,4.5066
3001.0961,4.4652
3001.1780,4.4256
3001.2600,4.3880
3001.3419,4.3525
3001.4239,4.3189
3001.5058,4.2872
3001.5878,4.2572
3001.6697,4.2287
3001.7517,4.2014
3001.8337,4.1749
3001.9156,4.1488
3001.9976,4.1229
3002.0795,4.0971
3002.1615,4.0708
3002.2435,4.0440
3002.3254,4.0163
3002.4074,3.9876
3002.4893,3.9575
3002.5713,3.9260
3002.6533,3.8932
3002.7353,3.8592
3002.8172,3.8242
3002.8992,3.7886
3002.9812,3.7526
3003.0631,3.7165
3003.1451,3.6799
3003.2271,3.6430
3003.3091,3.6058
3003.3910,3.5680
3003.4730,3.5296
3003.5550,3.4905
3003.6370,3.4509
3003.7190,3.4106
3003.8009,3.3697
3003.8829,3.3283
3003.9649,3.2868
3004.0469,3.2452
3004.1289,3.2034
3004.2109,3.1619
3004.2929,3.1208
3004.3749,3.0802
3004.4568,3.0401
3004.5388,3.0007
3004.6208,2.9622
3004.7028,2.9245
3004.7848,2.8875
3004.8668,2.8513
3004.9488,2.8160
3005.0308,2.7813
3005.1128,2.7472
3005.1948,2.7136
3005.2768,2.6805
3005.3588,2.6478
3005.4408,2.6156
3005.5228,2.5839
3005.6048,2.5529
3005.6869,2.5225
3005.7689,2.4926
3005.8509,2.4633
3005.9329,2.4345
3006.0149,2.4062
3006.0969,2.3781
3006.1789,2.3504
3006.2609,2.3232
3006.3430,2.2964
3006.4250,2.2701
3006.5070,2.2443
3006.5890,2.2192
3006.6710,2.1946
3006.7531,2.1704
3006.8351,2.1468
3006.9171,2.1238
3006.9991,2.1012
3007.0812,2.0786
3007.1632,2.0560
3007.2452,2.0334
3007.3273,2.0105
3007.4093,1.9871
3007.4913,1.9631
3007.5734,1.9384
3007.6554,1.9130
3007.7374,1.8867
3007.8195,1.8595
3007.9015,1.8318
3007.9835,1.8036
3008.0656,1.7751
3008.1476,1.7466
3008.2297,1.7184
3008.3117,1.6904
3008.3938,1.6625
3008.4758,1.6347
3008.5579,1.6070
3008.6399,1.5793
3008.7220,1.5514
3008.8040,1.5235
3008.8861,1.4956
3008.9681,1.4677
3009.0502,1.4398
3009.1322,1.4121
3009.2143,1.3848
3009.2963,1.3579
3009.3784,1.3314
3009.4605,1.3058
3009.5425,1.2813
3009.6246,1.2581
3009.7066,1.2361
3009.7887,1.2155
3009.8708,1.1964
3009.9528,1.1786
3010.0349,1.1621
3010.1170,1.1469
3010.1991,1.1329
3010.2811,1.1200
3010.3632,1.1079
3010.4453,1.0967
3010.5273,1.0867
3010.6094,1.0777
3010.6915,1.0699
3010.7736,1.0633
3010.8557,1.0581
3010.9377,1.0541
3011.0198,1.0510
3011.1019,1.0487
3011.1840,1.0473
3011.2661,1.0465
3011.3482,1.0463
3011.4302,1.0468
3011.5123,1.0482
3011.5944,1.0504
3011.6765,1.0532
3011.7586,1.0569
3011.8407,1.0612
3011.9228,1.0660
3012.0049,1.0708
3012.0870,1.0756
3012.1691,1.0803
3012.2512,1.0848
3012.3333,1.0887
3012.4154,1.0922
3012.4975,1.0950
3012.5796,1.0970
3012.6617,1.0978
3012.7438,1.0974
3012.8259,1.0958
3012.9080,1.0928
3012.9901,1.0883
3013.0722,1.0827
3013.1543,1.0762
3013.2364,1.0687
3013.3185,1.0603
3013.4007,1.0510
3013.4828,1.0409
3013.5649,1.0299
3013.6470,1.0178
3013.7291,1.0046
3013.8112,0.9906
3013.8934,0.9759
3013.9755,0.9608
3014.0576,0.9457
3014.1397,0.9308
3014.2219,0.9164
3014.3040,0.9023
3014.3861,0.8889
3014.4682,0.8762
3014.5504,0.8642
3014.6325,0.8526
3014.7146,0.8417
3014.7968,0.8315
3014.8789,0.8217
3014.9610,0.8122
